PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001808
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001519
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001514
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001748
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.00147
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001699
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001447
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001612
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001529
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001427
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001444
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001555
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001566
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001405
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001738
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001544
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001462
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001547
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001554
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001507
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001477
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.00148
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001482
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001663
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001497
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.00144
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001536
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001514
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001567
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [EXECUTION],0,0,0.001719
